level,question,answer
0.6,Let f(i) = -5*i - 19 - i - 3*i - 3*i. Let t(l) = -13*l - 19. Let d(y) = 2*f(y) - 3*t(y). What is the first derivative of d(v) wrt v?,15
0.6,What is (5*(-6)/(-300))/(5/(-240)*-4)?,6/5
0.6,"Solve -h + 5*o + 5 = h, -3*o = -39*h + 192 for h.",5
0.6,Calculate the common denominator of -3/7609 and 71/4348.,30436
0.6,Let z be -1 + 3/((-45)/(-12)). Let m = 0.92 + -1.1. Let d = -0.2 - m. Which is the biggest value?  (a) z  (b) d  (c) 0.3,c
0.6,"Suppose 3*v + 11 - 2 = 0. Let n = -41 + 41. Put n, 0.2, v in descending order.","0.2, n, v"
0.6,"What is prob of picking 1 i, 1 r and 1 t when three letters picked without replacement from {a: 9, r: 1, i: 3, t: 5}?",5/272
0.6,Evaluate ((-15)/(-24))/(1560/(-208)).,-1/12
0.7,"Suppose 4*c = -3*b + 41, b - 3*b = 2*c - 26. Let f = b - 11. Suppose z + f*z = 5*r - 42, -3 = -z. Solve 2*w - 3*w + 2*y = -3, -3*w = -3*y - r for w.",3
0.7,"What is the i'th term of -605, -1253, -1899, -2543, -3185?",i**2 - 651*i + 45
0.7,Two letters picked without replacement from wrpfj. What is prob of sequence fp?,1/20
0.7,Express (-i + i - 2*i)*(1 - 1 - 2*i) - 465*i + 1495*i**2 + 393*i**2 + 465*i in the form k*i + w*i**2 + b and give w.,1892
0.7,"What is the j'th term of -6, 253, 648, 1149, 1726, 2349, 2988, 3613?",-5*j**3 + 98*j**2 - 99
0.7,"What is the closest to -1 in 1/3, -2, 0.8986?",-2
0.7,Let u be (0 - (-10)/(-15))*-18. Suppose -2*l = -5*l + u. Suppose 0 = -5*s + 11 - 1. Calculate the smallest common multiple of l and s.,4
0.7,"Suppose 3*m - 1 = 11. Suppose -5*i - 10 = -75. Suppose 0 = 3*x + 3*j - 41 - i, 3*x - 5*j = 22. Calculate the remainder when x is divided by m.",2
0.7,Calculate prob of sequence gv when two letters picked without replacement from uggvgdd.,1/14
0.7,Suppose 0 = 17*w - 14*w + 30. What is the remainder when (w/4)/((-3)/30) is divided by (-6)/(-21) + (-122)/(-14)?,7
0.7,Let r(f) be the second derivative of 2/3*f**3 + 8*f + 1/20*f**5 - 9/2*f**2 - 5/12*f**4 + 0. What is the units digit of r(5)?,1
0.7,How many millilitres are there in 6/5 of a litre?,1200
0.7,"Let o(x) = 2*x**3 - 5*x**2 + 4*x. Let m be o(3). Solve -v + 3*l = v + m, 0 = 5*v - 3*l + 30 for v.",-3
0.7,Let q = 5253 - 236467/45. Calculate the common denominator of 14/25 and q.,225
0.7,"Suppose -21 = -13*s + 31. Let z be 3 + (-3)/(-6)*4. Suppose v = 4*r - 3 - z, -s*v - 4*r = -28. Calculate the smallest common multiple of 2 and v.",4
0.7,"What is the closest to -9 in -5, 1/92, 0.09?",-5
0.7,"Suppose -5*i = 5*f + 475, 5*i + 451 = 5*f - 74. Let a = i + 179. What is the tens digit of a?",7
0.7,"What is 2255444 to the power of 1/10, to the nearest integer?",4
0.7,"Let m = 186 + -143. Let j = m - 39. Solve u - w = 0, -2 = u - 2*w - j for u.",-2
0.7,Which is the closest to 36?  (a) 26  (b) -2  (c) 1/5  (d) 0,a
0.7,Let s(k) be the first derivative of k**3/3 + 3*k**2 + 12*k - 278. Determine s(-9).,39
0.7,"What is the nearest to 3 in -82, -1/52, 3?",3
0.7,Rearrange -2*y + 2*y**4 - 4*y**4 + 4*y**4 + (-2*y**2 + 3*y**2 + 3*y**2)*(63*y - 63*y - 8*y**2) to the form f*y + z*y**4 + p + k*y**2 + l*y**3 and give f.,-2
0.7,Suppose 70 = -3*f + 385. Suppose -5*a = -85 - f. Let l = 92 - a. Is l a multiple of 25?,False
0.7,Let a = -258/13 - -3488/143. Let q = -2686959/701545 + 4/701545. Let h = -82/43 - q. Calculate the common denominator of a and h.,143
0.7,"Suppose -i = 3*h - 513, -2*h - 2*h + 684 = 5*i. Is h a multiple of 15?",False
0.7,"Suppose 5*s = -2*q - 9, 19*q - 5*s - 3 = 18*q. Let c(b) = -b. Determine c(q).",2
0.7,Express s - 785 + 53 + 66 as x + b*s and give x.,-666
0.7,Express -9*j**4 + j**2 + 10*j**4 + 28*j**4 - j**3 - 29 + 30 as r*j**4 + d + k*j**3 + h*j + n*j**2 and give k.,-1
0.7,Suppose -m = 2*m - 387. What is the tens digit of (-17 + 16)/((-1)/m)?,2
0.7,"Suppose 2*z + 4*i = 208, 5*z - 5*i - 457 - 123 = 0. Is 14 a factor of z?",True
0.7,What is the tenth root of 5560957 to the nearest integer?,5
0.7,Let x(b) = -b**3 - 9*b**2 - 5*b + 27. Let l be x(-8). Let k(c) = 102 - 53 + l*c - 52 - 2*c. Determine k(2).,-1
0.7,Let l be (-46112)/(-33) - (2/(-3) + 1). Suppose 0 = -9*b + l - 2. Does 31 divide b?,True
0.7,"Let c = -14 - -14. Let n = c + 0. Suppose l - 2*l = n. Solve l*h = 4*h - 2*q + 10, h - 5*q - 2 = 0 for h.",-3
0.7,"What is the i'th term of 58, 332, 1046, 2410, 4634?",35*i**3 + 10*i**2 - i + 14
0.7,"Let i = -12 - -6. Let w = i + 9. Suppose -3*j + 0*j = -w*g - 63, -5*j = g - 87. Is j a multiple of 6?",True
0.7,Suppose 16*b + 84 = 20*b. Is 3 a factor of b?,True
0.7,What is -569 divided by -6?,569/6
0.7,"Let p = -19 + 21. Suppose 5*m = h + 2*h - 86, -p*h + 58 = -3*m. Does 15 divide h?",False
0.7,Rearrange -18159*z**2 + 35846*z**2 - 18302*z**2 to j + k*z + x*z**2 and give x.,-615
0.7,"What is 557901 to the power of 1/5, to the nearest integer?",14
0.7,"What is the f'th term of 10386, 20774, 31162?",10388*f - 2
0.7,"What is 38090015 to the power of 1/3, to the nearest integer?",336
0.7,"Suppose 2*m = 6*m - 68. Suppose -4*a = -k - m, 5*a - 11 = 3*a + 3*k. Suppose -10 = -a*p + 10. Let b(f) = f**2 - 6*f + 6. Determine b(p).",1
0.7,Calculate 16078 divided by 124.,8039/62
0.7,Which is bigger: -699192 or -1398383/2?,-1398383/2
0.7,"Suppose 0 = -d + 2*d + 1, -l + 3 = -d. Suppose 0 = h - 2*h + l. Let o(t) = -3*t**2 - 6 - 5*t + h*t**2 + 5. Calculate o(-2).",5
0.7,"Let g be (-14)/63 - (-20)/9. Suppose -g*t + 15 = 3*t. Suppose 5 = -5*l - 15, 0 = 4*p - t*l - 20. Solve -5*n - i - 20 = 0, p*i - 2 = 4*n - 0*n for n.",-3
0.7,Let h be (18/(-8))/((-18)/48). Find the common denominator of 1/h*(126 + -8) and (-87)/4 + 2/1.,12
0.7,Let a(c) be the first derivative of -3*c**2 + 202*c + 28. What is the units digit of a(0)?,2
0.7,"What is 232664 to the power of 1/3, to the nearest integer?",62
0.7,"Let x be (-61)/(-21) - 314/(-3297). Solve -5*q = -2*u + x, -2*u = -2*q - 4*u - 4 for q.",-1
0.7,"Let l be (-2)/(-4) - (-19)/2. Let n = -821 + 824. Suppose -2*c + 6 = -y, -l = c - n*c + 3*y. Solve d = x + x - 13, -2*d = -c*x + 18 for x.",4
0.7,Suppose -1082 = -16*p - 170. What is the lowest common multiple of p and 10?,570
0.7,"Let u = 21 - -25. Suppose -2*h + u = -2*a - 92, 4 = a. What is the tens digit of h?",7
0.7,Calculate prob of sequence aas when three letters picked without replacement from smmsammaa.,1/42
0.7,Let w = -6 + 96. Suppose 5*c - w = -0*c. What is the units digit of c?,8
0.7,"Suppose -y + 4*u = -6, 6*u - 10*u = 2*y - 36. Suppose -3*p - 5*r + 35 = -y, -3*r = -15. Is p a multiple of 8?",True
0.7,"Suppose 2*d + 0*z = z + 167, -3*z - 258 = -3*d. Let u(n) = n + 25. Let v be u(26). Let c = d - v. Is 8 a factor of c?",False
0.7,Rearrange (2 - 3 - 1)*(-g + g - 2*g)*(1114 - 1112 - 19*g - 494*g) to the form l + n*g + h*g**2 and give n.,8
0.7,What is the remainder when 41 is divided by (3 + 29)*4/8?,9
0.7,What is the square root of 167067 to the nearest integer?,409
0.7,"Suppose 5*n = -v + 1032, 12*n - 9*n = 2*v + 614. Calculate the remainder when n is divided by 71.",64
0.7,"What is the closest to -4 in -1/2, -13, 0.3, 0.5, -51?",-1/2
0.7,"What is 577167 to the power of 1/2, to the nearest integer?",760
0.7,Let u = -75 - -55. What is the tens digit of 146 - 3*4/u*-5?,4
0.7,Let c be 33*(1 - 5 - (-234)/54). Let p = 43 - 18. Let g = c + p. Is g a multiple of 12?,True
0.7,Calculate 4 divided by -274596.,-1/68649
0.7,Express (16 + 10 + 1)*(0*j**3 - 3*j**3 - 2*j**3)*(3 + 0 - 1) + (6 + 7 - 5)*(-j**3 + 0*j**3 + 0*j**3) in the form i*j**3 + c*j**2 + b + s*j and give b.,0
0.7,Which is the nearest to 41?  (a) 0  (b) -4  (c) 0.2  (d) -8/11,c
0.7,What is the fourth root of 2313432 to the nearest integer?,39
0.7,What is prob of sequence yyy when three letters picked without replacement from vvyyyyvyyyyvyyvvvyy?,220/969
0.7,What is the square root of 127353 to the nearest integer?,357
0.7,Let z(s) = 3 - 6 + 5 - s. Let v be z(-5). Let f(j) = -j**2 + 8*j - 1. Determine f(v).,6
0.7,Let f be (-10)/(-3)*((-6)/(-5) - 3). Let v(w) = -4*w - 18. What is v(f)?,6
0.7,Four letters picked without replacement from mtyyymtytmmmmmym. Give prob of sequence mmmm.,1/26
0.7,Suppose 3*c - 4*c = -9. Let l(i) = -12 + i**3 + i + 9*i**2 + c*i**2 - 17*i**2. What is l(0)?,-12
0.7,"Suppose -36 = -5*y - 4*t + 86, -4*y = 2*t - 94. Suppose 14*v = 2872 - 2564. What is the least common multiple of y and v?",22
0.7,Which is greater: 2200 or 0.455?,2200
0.7,"Let u be (-30)/(-5)*1/2. Suppose -5*o = -u*o - 4. Solve -4*a - d - 29 = a, -5*a - 17 = -o*d for a.",-5
0.7,"What is 8579005 to the power of 1/3, to the nearest integer?",205
0.7,Let k(a) = -a**3 - 7*a**2 - a - 3. Let h = -49 + 43. Let v = h + -1. Give k(v).,4
0.7,Rearrange (9628 + 160*v**2 - 9628)*(-4 - 4 + 4) to the form i + l*v + n*v**2 and give n.,-640
0.7,"Suppose -13 - 59 = -6*t. Let z be (-160)/15*(2 - (-7)/(-2)). Solve 0 = -0*c + 5*c + h - z, 0 = -3*h - t for c.",4
0.7,Let x(m) = m**2 + 15*m + 16. Calculate the remainder when 94 is divided by x(-17).,44
0.7,Let k(l) = 8*l + 12. What is the remainder when 115 is divided by k(3)?,7
0.7,What is the sixth root of 40550046 to the nearest integer?,19
0.7,"Let m = 58 - 46. Suppose o + 17 + 11 = 5*u, -o - 3 = 0. Solve -4*s + 24 = 4*i, u*s - 2*i - m = 4 for s.",4
0.7,What is 46126 divided by -46126?,-1
0.7,"What is the p'th term of 8653, 8691, 8729?",38*p + 8615
0.7,"Suppose 2*i + 54 = -i. Let j be (-210)/i + (-1)/(-3). Solve -40 = -5*v - 2*c - 3*c, 0 = 3*c - j for v.",4
0.7,Which is the nearest to 2/5?  (a) 2/9  (b) 1/2  (c) -4  (d) 282,b
0.7,"Let s(t) = -4*t - 28 + 3*t - 24 + 48. Let r be s(-8). Solve -5*m - 3*l = 13, -r*m + m + 4*l = 2 for m.",-2
0.7,"What is the s'th term of 22999, 23030, 23061, 23092, 23123?",31*s + 22968
0.7,Is -34 < -2915/89?,True
0.7,Let o(k) = 87*k + 177. Is 13 a factor of o(4)?,False
0.7,Suppose -q = -23 - 1. Let g = -18 + q. Let y = g + 4. What is the remainder when 67 is divided by y?,7
0.7,Convert 55443.26mm to kilometers.,0.05544326
0.7,"What is the closest to -0.2 in 0.5, -5, 0.04, 0.459, -4/5?",0.04
0.7,Which is smaller: 1754679 or 1754682?,1754679
0.7,Let q(c) = 42*c**2 - 2*c - 2*c - 4 - 44*c**2. Let l be q(-5). Let r = -18 - l. Calculate the least common multiple of r and 22.,176
0.7,Is 39606 at least as big as 39595?,True
0.7,"Suppose 4*a - 4 = 0, 4*t + 48*a - 23 = 53*a. Solve -4*g + 12 = -t*g, y = -3*g - 17 for y.",-5
0.7,"What is the j'th term of -7709, -15413, -23121, -30833, -38549, -46269?",-2*j**2 - 7698*j - 9
0.7,"What is the n'th term of -2662, -2753, -2844, -2935?",-91*n - 2571
0.7,"What is prob of sequence ew when two letters picked without replacement from {e: 3, w: 8}?",12/55
0.7,"Let p be 7 - (-1 - -2) - 16/8. Suppose 178 = 2*b - p*q, 2*b - 6*b + 386 = 2*q. What is the units digit of b?",5
0.7,"What is the closest to -0.1 in -41, 4, -0.23, -4, 3?",-0.23
0.7,Let d(t) be the second derivative of 2/3*t**3 + 0 - 8*t + 2*t**2. Let j = 10 - 14. What is d(j)?,-12
0.7,"What is the u'th term of -3214, -12734, -28604, -50830, -79418, -114374, -155704?",-u**3 - 3169*u**2 - 6*u - 38
0.7,"Suppose 3*o = 2 - 2. Suppose 0 = -2*u + 4*m + 40, 2*u - m - 4*m - 36 = o. What is the remainder when u is divided by 10?",8
0.7,Calculate prob of sequence lclh when four letters picked without replacement from lhhlllhhhhhlclhlhh.,7/1224
0.7,Suppose -c = c - 16. Suppose 0 = 4*i - c*i + 32. Calculate the common denominator of (i/208)/(2/(-114)) and 71/16.,208
0.7,What is the remainder when 67 is divided by (-3)/((-21)/56) - -24?,3
0.7,"What is 23894135 to the power of 1/2, to the nearest integer?",4888
0.7,"What is prob of sequence yz when two letters picked without replacement from {o: 1, n: 3, y: 2, t: 1, z: 3}?",1/15
0.7,"Suppose -t - 5*a = 7, -3*a - 2*a - 47 = -4*t. Calculate the smallest common multiple of t and 110.",440
0.7,Express 7536 - o**2 + 3*o**3 - 17*o - 7533 - o**3 in the form b*o**2 + s*o + q*o**3 + w and give w.,3
0.7,"Three letters picked without replacement from {p: 1, i: 4, c: 3}. Give prob of sequence iii.",1/14
0.7,Let v be 4/12*3 + 2. Let o(w) = -15 + 2*w - 3*w + 19. Calculate o(v).,1
0.7,Let b(f) = f**2 + 5 + 3 - 4. Let s(m) = m**3 - 11*m**2 + 13*m + 45. Let v be s(9). Give b(v).,4
0.7,Let r = 86/13 + -1215/52. Let w be (-1963)/(-2502) - (-34)/51. Let c = w + -26/417. Calculate the common denominator of c and r.,36
0.7,Find the common denominator of -59/24 and (-14 + 410/10)*14/48.,24
0.7,How many minutes are there in fifteen quarters of a week?,37800
0.7,Which is smaller: -1/13738 or -1?,-1
0.7,How many millilitres are there in twenty-one halves of a litre?,10500
0.7,Rearrange -2*p**3 + 335*p - 6 - 13 + 19 to the form b*p**3 + r + q*p**2 + v*p and give b.,-2
0.7,"Suppose -6012 = -5*j - 2*f + 3150, 0 = -5*f - 20. What is the tens digit of j?",3
0.7,Divide 2290 by -412.,-1145/206
0.7,"What is the k'th term of 2827, 2326, 1825, 1324?",3328 - 501*k
0.7,Which is bigger: -96 or -0.0374?,-0.0374
0.7,How many decades are there in one tenth of a millennium?,10
0.7,Which is the nearest to 1.3?  (a) 0.5  (b) -3/16  (c) 77/3,a
0.7,What is prob of sequence ma when two letters picked without replacement from vmvyybbybyayyy?,1/182
0.7,"Let u be 6/(-15) - (-81)/15. Suppose -3*x = -g + u*g + 3, -3*g - 15 = -2*x. Let h be (2 + x)*(-3)/3. Let t(f) = -f. Give t(h).",5
0.7,What is the square root of 55471 to the nearest integer?,236
0.7,How many nanograms are there in 906773.2kg?,906773200000000000
0.7,"What is the nearest to 15 in -0.02, 1/6, 0.5, 0.41?",0.5
0.7,"Let r(y) = -2*y - 5. Let n be r(-4). Suppose 2*c + 2*c - 6 = 3*x, n*c = 9. Suppose 0 = x*v - 30 - 34. Is 8 a factor of v?",True
0.7,Rearrange (-5*f**2 + 4*f**2 - 6*f**2)*(6*f + 1 - 1 + (2 - 4 + 5)*(4*f + 3*f - 5*f)) to the form k*f + o*f**3 + t + p*f**2 and give o.,-84
0.7,-3636 divided by 3,-1212
0.7,Let t(d) = 6*d**2 + 9*d - 35. Let r(m) = m**2 + m - 1. Let y(o) = -2*r(o) + t(o). What is the hundreds digit of y(7)?,2
0.7,Which is bigger: 1 or -55/134?,1
0.7,How many milligrams are there in 25/2 of a gram?,12500
0.7,"What is 2094414 to the power of 1/2, to the nearest integer?",1447
0.7,Calculate -6669893 divided by 19.,-351047
0.7,What is six fifths of a litre in millilitres?,1200
0.7,"Calculate prob of sequence qp when two letters picked without replacement from {p: 2, q: 16}.",16/153
0.7,"Suppose 200 = 2*x - 3*n + 5*n, x - 112 = 2*n. Calculate the remainder when x is divided by 10.",4
0.7,Let p(z) = 41 - 46*z. Let l be p(-8). Let o = l + -2465/6. Find the common denominator of o and 113/12.,12
0.7,"What is the v'th term of -81, -431, -1109, -2193, -3761?",-13*v**3 - 86*v**2 - v + 19
0.7,Convert 241176.7mm to kilometers.,0.2411767
0.7,Is 2/3 smaller than -5/19086?,False
0.7,Calculate -11751 divided by 170.,-11751/170
0.7,Let z = 53 + -31. Suppose z + 56 = g. What is the units digit of g?,8
0.7,What is 129440 divided by 1?,129440
0.7,Let o = -19 + 25. What is the units digit of 5/(-15) - (-848)/o?,1
0.7,Express 5*o**3 + 639*o - 2 - 4*o**4 - 2*o**3 - 636*o in the form c*o**4 + u*o**3 + d*o + s + n*o**2 and give d.,3
0.7,Which is bigger: -193 or -134?,-134
0.7,"Suppose -4*r + 2*r + 3*k + 73 = 0, 0 = -3*k - 9. Calculate the remainder when (18/4 - 3)*r is divided by 13.",9
0.7,Two letters picked without replacement from ooohnhoroxrohohoo. What is prob of sequence xo?,9/272
0.7,Which is the nearest to -1?  (a) -15  (b) 2  (c) -126.4  (d) -7,b
0.7,"Suppose 0*l - 1755 = -l + 5*o, 5*o = -l + 1715. What is the thousands digit of l?",1
0.7,What is prob of sequence dii when three letters picked without replacement from ydiydidodo?,1/90
0.7,"What is the h'th term of -97, -1250, -4383, -10486, -20549, -35562?",-165*h**3 + 2*h + 66
0.7,"Suppose -132 = -4*v + h, 99 = 3*v - 2*h - 0*h. Suppose v = c - 1. Is c a multiple of 18?",False
0.7,2223366 divided by 5,2223366/5
0.7,Which is smaller: -17/670 or 1?,-17/670
0.7,Let y = -351 + 352. Let i(h) = -2*h**2 + 12*h - 5. What is the remainder when i(5) is divided by y?,0
0.7,Is 10368 != 155534/15?,True
0.7,How many milliseconds are there in 426671.9 weeks?,258051165120000
0.7,Express 234*j**2 + 189*j**2 - 237*j**2 + 1 as s + b*j**2 + w*j and give b.,186
0.7,How many centuries are there in 807.6864 years?,8.076864
0.7,"What is the w'th term of 2580, 2464, 2346, 2226?",-w**2 - 113*w + 2694
0.7,Which is smaller: 0 or 198543?,0
0.7,Which is the nearest to 0?  (a) 5.001  (b) 0.2  (c) -2  (d) 5  (e) 3,b
0.7,Calculate the smallest common multiple of (5 + -3)*-2*7/(-4) and 77.,77
0.7,Let b(g) = g**3 + 5*g**2 - 8*g - 12. Let t be b(-6). Suppose t = -6*v - 13 - 17. Let x(a) = a**3 + 4*a**2 - 7*a - 3. Give x(v).,7
0.7,How many seconds are there in 536298.5ns?,0.0005362985
0.7,What is 21/4 of a litre in millilitres?,5250
0.7,Let i(x) = 37 - 119*x. What is the remainder when i(-2) is divided by 4?,3
0.7,Calculate -1 divided by 440.,-1/440
0.7,Two letters picked without replacement from fnnnnnnnfnfn. Give prob of sequence nn.,6/11
0.7,What is the fourth root of 151516 to the nearest integer?,20
0.7,Rearrange d + 188*d - 26*d to the form u*d + x and give u.,163
0.7,Let h = 39183424177/180 + -217685136. Let j = -2777/5 + h. What is the common denominator of -76/9 and j?,36
0.7,Express 14 + 13 + 45*y + 13 - 41 + 137*y in the form b*y + q and give b.,182
0.7,"Let o be 0/((-2)/(5 - 3)). Solve o = m + 3*h + 13, -2*h = 3*m - 8 + 12 for m.",2
0.7,Express 400719*u**3 + 166*u**2 - 400718*u**3 + 3 - 27*u**2 as b*u + o + w*u**3 + x*u**2 and give x.,139
0.7,Let r = -1704351/146 - -11674. Calculate the common denominator of -1/7 and r.,1022
0.7,"What is the h'th term of -31364, -31368, -31372, -31376?",-4*h - 31360
0.7,What is 299934 divided by -18?,-16663
0.7,"Suppose 15 = -5*o, -4*o = -k - 15 + 42. What is the remainder when k is divided by (-8)/(-6) + 10/15?",1
0.7,Which is smaller: 0 or -800462?,-800462
0.7,Calculate -3069776 divided by -1.,3069776
0.7,"Let p be (-152)/(-5) + 4/(-10). Let f = -11 + p. Suppose 0 = -o - 3*q - 1, 2*q - f = 2*o - 49. What is the units digit of o?",1
0.7,Divide 50 by 98.,25/49
0.7,"Let r(m) = m**3 - m**2 + 2*m + 2. Suppose 2*x = -2*x + 16. Suppose 5*c = -4*l + 171, 2*l + x*c = 3*l - 27. What is the remainder when l is divided by r(2)?",9
0.7,Calculate -90688 divided by 45344.,-2
0.8,Solve 19330 + 11892 = 1070*u - 17998 for u.,46
0.8,Solve 0 = 160*f - 1647*f + 11896 for f.,8
0.8,Let f(u) = -10758*u**2 - 13*u + 15. Suppose 23*s + 2*s - 125 = 0. Let m be f(s). What is m rounded to the nearest 10000?,-270000
0.8,Let h be (-546)/(-63) - (-2)/6. Let r = 86 - 68. Calculate the greatest common divisor of r and h.,9
0.8,"What is the second smallest value in -0.529, 774, -0.4, 0.5, 2?",-0.4
0.8,Is 934490779 a composite number?,True
0.8,Collect the terms in 15 + 8 - 188*y - 177*y + 627*y + 21 - 263*y.,44 - y
0.8,"Let i(v) = -v**2 - 22*v + 15. Let g be i(6). Let t = g - -156. Solve -2*k + t*k = 0, r + 3 = -4*k for r.",-3
0.8,"Suppose -4*t - 6*n + 2*n + 20 = 0, -17 = -4*t - 3*n. Let j be (-3006631)/(t/8 + 0). Let p = 773476 - j. Round p to the nearest one million.",13000000
0.8,"In base 2, what is -101101110110110011100 - 1101?",-101101110110110101001
0.8,Let u be (-1 + -2508)*(-2705)/6 + -2. Let s = u + -1133616. Let m = s - -2490. What is the common denominator of -41/6 and m?,6
0.8,Let q be (-113)/339 + 3/(9/145). Let f be q/(-56) + (-158952)/21. Round f to the nearest one thousand.,-8000
0.8,"Two letters picked without replacement from {n: 4, m: 2}. What is prob of picking 1 n and 1 m?",8/15
0.8,Which is the fourth smallest value?  (a) 8  (b) -1/504  (c) -3/4  (d) -82  (e) 3,e
0.8,Collect the terms in -122 - 9*d**3 - 48*d**2 + 8*d**3 + 14*d**3 + 120.,13*d**3 - 48*d**2 - 2
0.8,Suppose 3*s - 6*s - 156 = 0. Let j = -49 - s. What is the derivative of 209*c + 8 - 22*c**j - 209*c wrt c?,-66*c**2
0.8,Calculate ((-1)/(-3))/(5002/150060).,10
0.8,Let h(k) be the third derivative of 593*k**7/210 - k**6/30 + 31*k**5/20 + k**4/3 - 15*k**2 + 14. What is the third derivative of h(s) wrt s?,14232*s - 24
0.8,"Let n be (-11 - (9 + -9 + -13))/(6/57). Solve 31*z - 26*z + 2*r = n, 4*r + 12 = 0 for z.",5
0.8,"In base 13, what is a4 + -96417?",-96343
0.8,Let f(u) be the second derivative of -17*u**3/6 + 73*u**2 + 437*u. Calculate f(10).,-24
0.8,Solve 5112 = -141*r + 1058 + 1077 - 3932 for r.,-49
0.8,"What is next in 2444, 9760, 21928, 38930, 60748, 87364?",118760
0.8,Is 19320021653 a prime number?,True
0.8,"What is 2532642684 to the power of 1/3, to the nearest integer?",1363
0.8,What is the square root of 36986439 to the nearest integer?,6082
0.8,Is 72226903 prime?,False
0.8,"What is the next term in 5806, 12727, 19648, 26569, 33490?",40411
0.8,Is 6919003877 a prime number?,True
0.8,"Let s be 7/1*54/126. Suppose 4*h - s*a - 183 = 0, h - a - 37 - 10 = 0. What is the first derivative of 39 + 9 + 15*y - h*y - 1 wrt y?",-27
0.8,"In base 7, what is -4234101 + 22?",-4234046
0.8,Is 24015759197 composite?,False
0.8,Let f = -597 + 298. Let v = -297.44 - f. Round v to one dp.,1.6
0.8,What is prob of picking 1 n and 1 m when two letters picked without replacement from izmmznmidizzimhzmziz?,1/38
0.8,What is 64427.06 millennia in years?,64427060
0.8,"Let n(z) = 2*z**2 + z. Suppose 5*b + 21 = 4*d - 3*d, -5*d = 3*b + 7. Give n(d).",3
0.8,Collect the terms in 159*q**2 - 32*q + 63*q + 114*q**2 - 31*q.,273*q**2
0.8,Solve 2925*p = 1797*p + 2048 + 50968 for p.,47
0.8,"Suppose -3*r + 12 = 4*i - i, 0 = -3*i - 5*r + 8. Let n be 107 + (1 + -3)/(4/i). Suppose u - 26 = 3*p - p, 4*u - 2*p - n = 0. Which is smaller: u or 28?",u
0.8,Let y(x) = x**2 + 11*x - 14. Suppose -3*h + 13 = 49. Let d be y(h). Let w be 621/33 - d/11. Round w to the nearest ten.,20
0.8,Calculate the remainder when 110193267 is divided by 1310.,1307
0.8,What is the seventh root of 133615885 to the nearest integer?,14
0.8,"In base 15, what is 0 + aed5ca?",aed5ca
0.8,Convert 26645.166 seconds to minutes.,444.0861
0.8,Let b(s) = -s**2 - 25*s - 115. Let v be b(-20). Calculate the least common multiple of 15 and (-5 + (-81)/v)/(3/2430).,1620
0.8,"Let j(o) = o**3 + 6*o**2 - 9*o - 8. Let p be j(-7). Suppose 11*f - 41 = -3*w + 10*f, -5*f + 25 = 3*w. Suppose w = p*q - 7*q. Which is smaller: q or -17?",-17
0.8,Is 18876252781 prime?,False
0.8,Is 2428366669 a prime number?,True
0.8,Let k be 7 - 32/(-8) - 6. Let r(o) be the third derivative of 1/60*o**k + 14*o**2 + 7/24*o**4 + 0 + 0*o + 0*o**3. Give r(-6).,-6
0.8,Calculate (-1428)/1785*7*5/140 + (-16)/(-5).,3
0.8,Suppose 7728 = -334*p + 318*p. Do -487 and p have the same value?,False
0.8,Is 10451044459 a prime number?,True
0.8,Solve -7*n - 3*n = 14*n - 40*n - 608 for n.,-38
0.8,Let r = 2530 + -3723. Let h = r - -1192.999999449. What is h rounded to seven decimal places?,-0.0000006
0.8,"What is the next term in 716212, 2865246, 6446972, 11461384, 17908476, 25788242?",35100676
0.8,Let b(t) be the second derivative of t**5/60 - t**4/3 + 4*t**3/3 - 85*t**2/2 + 106*t. Let f(q) be the first derivative of b(q). What is f(6)?,-4
0.8,Collect the terms in -458247*b**3 + 458250*b**3 - 261*b + 261*b.,3*b**3
0.8,Collect the terms in -156*x**2 - 24*x**2 - 16*x**2 - 12*x**2 + 79.,79 - 208*x**2
0.8,"Three letters picked without replacement from {w: 2, j: 6, x: 5, o: 1, h: 2, y: 1}. What is prob of picking 1 o, 1 w and 1 j?",3/170
0.8,Differentiate -154*b**3 + 99*b**4 + 156*b**4 + 2701 - 257*b**4 with respect to b.,-8*b**3 - 462*b**2
0.8,How many micrometers are there in one sixteenth of a centimeter?,625
0.8,Let k = -103/258 + 12845/37668. What is the common denominator of k and -42/73?,292
0.8,Let r = 17520 + -17515. What is the highest common divisor of 515 and r?,5
0.8,"Let c = -1496 - -1501. Solve 5*m = 20, c + 17 = -9*d + m for d.",-2
0.8,"In base 2, what is 100011100011101100111011 - 1010?",100011100011101100110001
0.8,Calculate prob of picking 2 p when two letters picked without replacement from pppppppqmpp.,36/55
0.8,Calculate the remainder when 18475056 is divided by 120752.,0
0.8,"Suppose 0 = -2*d - 5 - 3. Let x = 25 - 22. Let w be x - (d + 3)/((-1)/(-7)). Solve u + 1 = k, 4*u + w = -4*k + 5*k for k.",-2
0.8,What is 6/5 of a century in years?,120
0.8,Let s be 178/(-979) - 109152/(-600457). Let b = -272282648555026853/145747290 + 166268310654/89. Let o = b + s. Find the common denominator of o and 41/30.,30
0.8,What is prob of picking 2 g when two letters picked without replacement from ggggeeeegg?,1/3
0.8,Solve 80*i - 216 = 135*i + 91*i + 3288 for i.,-24
